"Question","Answer"
"I want to know how much cash is mine and how much is on margin?","You can check your available cash and margin by visiting Account → Trading balance screen on web or mobile app. Here you will see the Cash balance and the margins from pledge holdings."
"Where can I see my account balance?","Tap on Account at the bottom of your screen\nTrading balance is shown on the card at the top of the page\nClick on Trading balance card to view more details about the funds"
"What is my Available Margin to Trade?","Available Margin to Trade consists of your Funds balance & margin against eligible holdings."
"How to increase my Available Margin to Trade?","You can increase your Available Margin to Trade by adding Funds or by creating a Margin Pledge against your eligible holdings in Accounts -> Stock Pledging."
"What is Peak Margin requirement?","Peak Margin is the minimum margin that must be collected by brokers from their clients in advance of placing any intraday / delivery order."
"What is Peak Margin Shortfall?","Peak Margin shortfall occurs when you buy a share from 80% margin released against delivery sell transactions and such sell position is subsequently bought back.\nYou will be charged a penalty if margin shortfall is due to insufficient margin."
"I want to know how much cash is mine and how much is on margin?","You can check your available cash and margin by visiting Account → Trading balance screen on web or mobile app. Here you will see the Cash balance and the margins from pledge holdings."
"What is Margin Trading Facility (MTF)?","Margin Trading Facility (MTF) allows an investor to buy a stock by paying just a fraction of the total transaction value. The balance amount is funded by the broker. As an illustration:\nYour Account Balance = Rs. 25,000\nMTF gives you upto 4x buying power = Rs 100,000 (25,000 x 4)\nThus, your enhanced Buying Capacity is now = Rs. 125,000."
"What is Margin required?","Margin required is the amount you need to pay initially to buy stocks under margin products. Margin amount can be paid either in the form of Cash, or by pledging your holdings (margin pledge)."
"What happens if the margin is less?","In order to buy stocks under Margin Trading Facility, you need to fulfil the Minimum Margin requirement. If your margin is less than that, then you will have to add funds to proceed with your transaction."
"What is the interest rate charged for using MTF?","A standard interest rate of 0.041% per day (14.97% per annum) is charged on the borrowed amount."
"How long can I hold the stocks purchased via MTF?","In case you have pledged the shares, you can hold them as long as you want unless you either sell your Pay Later (MTF) positions or convert them to delivery by adding funds."
"When will I start incurring interest charges?","Interest is levied from the 2nd day onwards after you placed an MTF trade, till the outstanding amount is cleared, and/or your position is squared-off."
"What is MTF Pledge?","As per SEBI guidelines, your shares bought using PayLater (MTF) will be automatically pledged. There is no action needed from your end."
"When would my shares purchased under MTF be squared-off?","For shares purchased under MTF, square-off will be triggered in either of the below scenarios: If there is a margin shortfall, shares will be squared-off 4 trading days after the shortfall has occurred."
"What are the charges for Pledging/Un-pledging shares under MTF?","When you raise a request to Pledge or Unpledge your shares, charge of Rs 20/- plus GST is levied per scrip."
"How is MTF Pledge different from Margin Pledge?","Margin Pledge means using your existing holdings/portfolio to get additional limit/margin. You can then use this additional margin for Equity Intraday, futures & options writing (equity and currency F&O). As per SEBI guidelines, shares bought under MTF have to be compulsorily pledged. This is called MTF pledge. Unlike Margin Pledge, you do not get additional limit against these shares."
"Can Margin Trading Facility be used for trading in Futures & Options, Currency, or Commodity segment?","No. MTF Facility is applicable for trading in equity shares only."
"I do not want to use Margin Facility. What should I do?","If you do not wish to use Margin facility, you can place orders using Delivery product type. Kindly make sure that you have adequate funds before placing your Order. Kindly check your available funds in the Account -> Trading Balance Summary."
"What will be the NAV for my order?","Applicable NAV is based on realization of fund by respective AMC house and subject to successful order processing by BSE star before cut-offs. Here 'realization of funds' means that NAV applicable for your order will depend on if the fund house has received money or not.\n\nCut-off timings:\n[Image with cut-off timing details]\n\nKey points:\n1. NAV applicability for orders placed on Saturday, Sundays and other market/public holidays depends on when orders are placed on exchange (generally the next business day).\n2. UPI payments generally result in same-day NAV if placed before cut-off.\n3. Netbanking payments generally result in next working day's NAV.\n4. NAV ultimately depends on settlement to ICCL and realization of funds by AMC."
"I am not able to view my SIP order that I placed recently?","Your orders will appear in orders only if you have made the payment today. If you have not selected 'Make first payment now', your SIPs will appear only in SIPs section.\n\nTo view all your registered SIPs, please go to SIPs section or click on: https://angeloneapp.page.link/?link=https://www.angelone.in/mutual-funds/sipbook/dashboard"
"When will my investment appear in my portfolio?","Your investments will appear in your 'Investments Tab' when your order moves to 'Completed' section of your Orders Tab. This happens when we get the confirmation of Unit allotment by respective AMCs, which generally takes 3-4 working days from order placement date.\n\nNote: Portfolio update date in Order timeline is just an estimate and doesn't affect your NAV date."
"Why is my instalment order in progress if SIP date is yet to come?","We create SIP installment orders 2-3 working days before your due date to coordinate with your Auto-pay linked bank account. The order date is when we create the order in our system, while SIP due date is when money will be debited. NAV applicable is usually of your SIP due date."
"When will SIP amount get debited from my bank account for my Active SIPs?","Your money will get debited automatically only if your SIP is linked to an autopay. If linked, the SIP amount will get debited on the SIP due date."
"Will my order get successful?","Your order will be confirmed when we receive both payment confirmation and order placement confirmation from the exchange. If we don't get confirmation or if payment fails, the entire amount will be credited back to your source bank account in 4-6 working days."
"What will happen if I do not have sufficient balance in my bank account on SIP due date?","Your SIP installment will fail if you don't maintain sufficient balance in your autopay linked bank account. Your bank may also charge you for insufficient funds."
"Money got deducted from my bank account but payment status shows payment in progress?","We haven't received payment confirmation from your bank yet. Status will update once confirmed. If payment fails, the amount will be credited back to your source account in 4-6 working days."
"When will refund happen if money has been debited but order has failed?","If payment fails or confirmation isn't received, the entire amount will be credited back to your source bank account within 4-6 working days."
"My money got debited but transaction shows as failed. When will refund happen?","If payment confirmation isn't received or if payment/order fails, the entire amount will be credited back to your source bank account within 4-6 working days."
"Will my SIP get created if my order is in Failed state?","No, your SIP will only be created when we receive confirmation of successful payment from your bank account. Failed payments mean the SIP won't be registered."
"I got less money than what I placed an withdrawal order for?","Withdrawal amounts are converted to units based on current NAVs. The final amount depends on NAV fluctuations between order placement and execution:\n- If NAV increases, you receive more than order amount\n- If NAV decreases, you receive less than order amount\nYou always receive amount according to latest NAV."
"Will my next instalment be auto-debited?","Your next SIP installment will be auto-debited only if you have a valid Auto-pay setup. If not, please set up Autopay to automate future installments."
"What is Stamp duty?","The government collects 0.005% of the overall purchase amount of any mutual fund scheme as stamp duty. This small deduction is reflected in your final invested amount."
"Why is my monthly instalment for SIPs not getting debited?","Your Monthly instalments for SIPs will get debited automatically on SIP day only if your SIPs are linked to an autopay.\n\nIf you have not setup an autopay, your instalments will not be paid.\n\nTo setup and manage autopay, Please click on the link below\nManage Autopay"
"How does my monthly instalment for SIPs get paid automatically?","Your monthly instalments for SIPs get paid automatically if you have set up Autopay and linked your SIP to an autopay.\n\nIf you have not setup an autopay, your instalments will not be paid.\n\nThis is one time process. Once you setup an autopay, all your current and future SIPs will be linked to that autopay."
"Why is my instalment order in progress if SIP date is yet to come?","We generally create your SIP installment order 2/3 working days before your due date as we have to co-ordinate with your Auto-pay linked bank account well in advance to ensure your SIP instalments goes through smoothly on due date.\n\nOrder Date is when we create your SIP instalment order in our system and SIP due date is when money will be debited from your Autopay linked bank account.\n\nNAV applicable is usually of your SIP due date."
"How to link my SIP to an autopay?","To check if any particular SIP is linked to an Autopay. Please click on the particular you want to link.\n\nOn top, you will see a ‘Link Autopay’ button if your SIP is not linked to autopay."
"What will happen if I do not have sufficient balance in my bank account on SIP due date?","Your SIP instalment will fail if you do not ensure sufficient balance in your autopay linked bank account.\n\nYour bank can also charge you if you do not ensure sufficient balance in your bank account on SIP due date."
"Money got deducted from my bank account but payment status shows payment in progress?","We have not received confirmation of successful payment from your bank account. We will update the status as soon as possible.\n\nPlease don’t worry, If we do not get confirmation or if payment fails. Entire amount will be debited to your source bank account in 4-6 working days."
"When will SIP amount get debited from my bank account for my Active SIPs?","Your money will get debited automatically only if your SIP is linked to an autopay.\n\nIf your SIP is linked to an autopay. SIP amount will get debited on SIP due date."
"My latest investment is not showing up in investments?","Your investments will appear in your 'Investments' Tab when your orders move to 'Completed' section of your Orders Tab. This happens when we get confirmation of Unit allotment by respective AMCs, which generally takes 3-4 working days from order placement date.\n\nNote: The portfolio update date in Order timeline is just an estimate and doesn't affect your NAV date."
"My Current value is not updated?","Current Value for mutual funds is calculated based on latest NAVs:\n- NAVs are updated daily after market closes (Monday-Friday)\n- Current value reflects previous working day's NAV\n- Example: On June 3rd you see June 2nd's value\n- No updates on weekends/holidays\n- Some special funds (like FoF) update NAV weekly"
"My Mutual fund NAV is not updated","Mutual fund NAV updates follow this schedule:\n- Updated daily after market closes (Monday-Friday)\n- Current day shows previous working day's NAV\n- Example: June 3rd shows June 2nd's NAV until market closes\n- No updates on weekends/holidays\n- Special funds (e.g., FoF) may update weekly\nContact us if you have specific concerns about NAV updates."
"I got less money than what I placed an withdrawal order for?","Withdrawal amounts depend on NAV fluctuations:\n- We convert withdrawal amount to units based on current NAV\n- Final amount depends on NAV change between order and execution\n- If NAV increases: You receive more than order amount\n- If NAV decreases: You receive less than order amount\nYou always receive amount according to latest NAV at time of execution."
"How do I import my external funds on Angel One?","To import external funds:\n1. Click 'All' tab beside Angel One tab on investment dashboard\n2. Select 'Track External Funds'\n3. Complete OTP verification (sent to registered mobile)\n4. Wait few minutes - all external investments will appear\nNow you can track all investments in one place."
"My External funds portfolio is not updated?","External funds display notes:\n- Only shows investments made BEFORE import\n- Doesn't include new investments on other platforms after import\nTo update: Click 'Refresh' button\nNote: For complete updates, you may need to re-import periodically."
"Where can I see all my Active SIPs?","You can view all Active SIPs in the 'SIPS' section (next to investments tab)."
"What is Bonus Issue?","Bonus shares are additional shares given by the company to existing shareholders, free of cost, in proportion to the shares held by the shareholder."
"Who is eligible for bonus shares?","Shareholders who own shares of the company on the record date set by the company are eligible for bonus shares."
"When will the Bonus shares be credited in my demat account?","Bonus shares are typically credited to your demat account 10-15 days after the record date.\n\nIf not received after 15 days:\n- Check status with the Registrar (RTA)\n- Find Registrar details on BSE India website under Corp Information section"
"Why has the average price of the stock reduced after receiving bonus shares?","The average price reduces because:\n- Bonus shares have zero buy price (credited free)\n- Share quantity increases while total invested value remains same\n- This automatic adjustment is correctly calculated by Angel One"
"What is Dividend?","Dividend is the amount paid by a company to its shareholders out of its profits. To know more about dividend payment click here."
"I have not received Dividend for the shares that I am holding in my demat account. What should I do?","If you hold your shares in your Demat account on record date then the dividend will be credited to your bank account. However, if those shares are in Pool account, then the dividend will be credited to your Angel One ledger.\n\nThe dividend is generally paid 30-45 days after the record date.\n\nIn case you do not receive the same post 90 days from the Record date you can check the status with the Registrar (RTA).\nYou can find the details of the Registrar on the BSE India website by visiting the Corp Information section."
"When and where will the dividend amount be credited?","The dividend will be credited directly to your bank account after 30 to 45 days from the record date."
"Will I be eligible for a dividend?","If you have holdings in your account as of ex-date, you are eligible to receive dividends."
"Are there any charges or deductions on dividends?","No, there are no charges or deductions on the dividend you receive."
"Where can I check the dividends?","You can create a watchlist by following these steps.\n\n1. Visit the Portfolio screen.\n2. Click on the specific stock that you are holding.\n3. Scroll to the bottom of screen to find the dividend earned on the stock.\n\nOn web, click on the 3 dots that appear when you choose a stock. You will see an option to see the dividend earned.\n\nPlease note that you will receive the dividend directly to your bank statement within 30-45 days from the date of dividend payment from the company."
"What is buyback?","It is a corporate action through which a company buys back its own shares from the holders, generally at a price higher than the market price. Click here to know more about the buyback of shares."
"How can I apply for buyback of shares?","Here’s how you can apply for a buyback of shares:\n\n1. You will receive a link from the RTA for applying for the buyback issue.\n2. Fill in the relevant details & submit.\n\nTo understand the detailed procedure, visit here."
"Why are my shares in Pool Account?","Shares will be in pool account due to 2 reasons:\n\n- Your account is in debit\n- Shares have not been settled yet. Shares are settled on Trading day + 2 days."
"Why are my shares that I sold from my Portfolio shown as negative in Positions tab?","Positions tab shows all the positions taken by you today.\n\n- A negative quantity indicates a sell transaction whereas a positive quantity indicates a buy transaction."
"When will my shares be credited to my demat account?","Your shares will be credited to your demat account on either T+1 or T+2 trading days depending upon the settlement cycle of the share where T is the trading day."
"What are realized and unrealized gains?","An unrealized gain/loss is the increase/decrease in the value of an asset or investment that an investor holds but has not yet sold for cash.\n\nIt is called unrealized; gain/loss because the investor hasn’t booked the profit/loss until he actually sells that investment.\n\nA gain or loss becomes realized when the investment is actually sold."
"How do I check my Portfolio/Holdings?","Tap on Portfolio at the bottom of your screen\n\nYou will be able to see your Holdings/Portfolio from here."
"I bought my shares on BSE. Why are they shown on NSE in my Portfolio?","We are doing all our settlements in NSE as per our internal policy.\n\nFollow the below path to sell shares in BSE:\n\n- Click on the share you wish to sell from your Portfolio & tap on Sell\n- Click on 3 dots on the top right-hand corner & change the Exchange from NSE to BSE or vice versa.\n- Your share will now be sold on BSE."
"When will my portfolio be updated with my latest investments?","Your Portfolio will be updated with your latest investments on an immediate basis."
"Why do I find the average price changed for some stocks in my portfolio?","3 things that affect the average price change for certain stocks are:\n\n- FIFO (First In, First Out) method is used while calculating the average price\n- Changes in corporate action handling for certain stocks\n- Changes in decimal digits while calculating the average price."
"How to apply for a Rights Issue?","Investors can apply for Right Issue shares only through the Application Supported by Blocked Amount i.e. ASBA, either online or offline, if they hold Right Entitlement in their demat account. Online ASBA Process: Most Self-Certified Syndicate Banks (SCSBs) support the online ASBA application process through Net Banking, similar to an IPO application. Investors should refer to their respective SCSB’s website for detailed instructions on applying for the Rights Issue. Offline ASBA Process: Alternatively, investors can apply by submitting a filled application form at the nearest branch of an SCSB. The list of eligible branches is available on the SEBI website. The Composite Application form (CAF) can be downloaded from NSE, BSE and RTA websites. Investors can also view and download the Rights Issue Application Form (CAF), Offer Letter, Abridged Letter & Entitlement Ratio – Applicable only for registered holders with holdings as of Record Date, from the RTA website."
"How to obtain the Right Entitlement (RE)?","1. Directly from RTA if the investor is eligible for the Right Issue by holding shares of the Company on the record date. 2. Purchasing from the Market – Investors can buy Right Entitlement (RE) from the secondary market through the trading platforms such as Angel One, generally identifiable with “-RE” at the end of the stock symbol. Important Note: Holding or purchasing Right Entitlement (RE) does not automatically grant ownership of the Rights Issue shares. Investors must apply for the Rights Issue using their RE before the application deadline. Failure to do so will result in the renouncement of rights, leading to a loss of value. The RTA website is only for viewing the Rights Issue Application Form, Offer Letter, Abridged Letter & Entitlement Ratio – Applicable only for registered holders with holdings as of Record Date."
"When will the Stock Split impact be visible in my Portfolio?","You will receive the Stock Split shares in 3-4 trading days after the record date. In case you do not receive the same post 5 days from the Record date you can check the status with the Registrar (RTA). You can find the details of the Registrar on the BSE India website by visiting the Corp Information section."
"What is a stock split?","Stock split is a corporate action in which a company issues more shares to its existing shareholders by reducing the face value of each share as predecided."
"What is stock consolidation?","It is an action taken by a company where they reduce the number of outstanding shares by combining the shares as well as increasing the face value. It is also known as a reverse stock split."
"What are record and ex-split dates?","The record date is the date on which the company checks its records to identify the eligible shareholders for a stock split. Please note that the record date and ex-date are the same. Ex-split date is the date on which the stock starts trading at the new adjusted split price."
"What is TPIN?","TPIN stands for Transaction Personal Identification Number. CDSL has introduced TPIN, which will enable investors to authorise selling securities from their demat accounts virtually. For Non POA clients, TPIN verification will be valid for 1 day. Once you generate TPIN, it will be valid till you generate it again. Hence, please make a note of your TPIN for quicker verification. An OTP will also be required apart from TPIN for selling shares from demat account."
"How do I generate TPIN?","Follow the below steps to generate a new TPIN:\n1. Go to Portfolio section on the App.\n2. Click on Verify to Sell.\n3. You will be redirected to CDSL website.\n4. Now you can either enter the existing TPIN or click on the option to generate TPIN.\n5. If you choose to generate TPIN, you will need to enter BO ID and PAN details.\n6. You can find your BO ID in Account → Profile section of the App (Also called as DP ID).\n7. Once you enter BO ID & PAN and then OTP, your TPIN will be sent to your mobile number and email ID.\n8. Please make a note of your TPIN so that you can reuse it later."
"How can I sell stocks without TPIN verification?","You will have to activate DDPI in order to sell stocks without TPIN verification. For entire process to activate DDPI, click here. You can check your DDPI status on our platform by visiting Account → Profile → View All Categories (under personal details)."
"What is Client Master List?","Client Master List (CML) is a document with details of your DEMAT account providing your information such as name, address, DOB, bank account, nominations etc.\n\nLearn more about Client Master List at: https://www.angelone.in/knowledge-center/share-market/guide-to-client-master-report"
"How can I get a copy of my Client Master List (CML)?","Currently, the Client Master List report is not available.\n\nWe are working to make it available soon.\n\nYou can follow our product updates on our blog for the latest information."
"What is a Contract Note?","A contract note is a confirmation of trades done on a particular day.\n\nLearn more: https://www.angelbroking.com/knowledge-center/online-share-trading/what-is-a-contract-note-and-how-to-read-it"
"How can I download the Contract note?","You can download contract notes from the Angel One app:\n1. Go to Account section\n2. Select Statements\n3. Click on Trade executed\n4. Download option will be available\n\nContract notes are also sent to your registered email ID."
"What is Holding statements?","The holding statement provides all details of your portfolio/holdings at any given time, including stock names, average price, quantity and other details."
"How can I download Holding statements?","To download holding statements:\n1. Login to Angel One account\n2. Go to Portfolio section\n3. Select Equity, Mutual Funds, SGB etc.\n4. Click download button on top right"
"When will my portfolio be updated with my latest investments?","Your portfolio will be updated with your latest investments immediately."
"What is a Ledger Statement?","Ledger is a daily record of your account transactions including:\n- Fund pay-ins/withdrawals\n- Payments for purchases/sales\n- Charges incurred\n- Running cash balance\n\nLearn how to read ledger: https://www.angelone.in/knowledge-center/share-market/ledger-narration"
"How can I download Ledger statements?","To download ledger statements:\n1. Login to Angel One\n2. Go to Account section\n3. Select Statements/Ledger\n4. Choose time period\n5. Click download button"
"When will my funds pay-in be reflected in my ledger?","Fund reflection time varies by payment method:\n- UPI/Google Pay: Up to 5 minutes\n- Net Banking: 15-30 minutes\n- NEFT/RTGS: Up to 3 hours"
"When will my ledger be updated with my trading transactions?","Your Ledger will be updated with trading transactions by end of trading day."
"When will Funds reflect in my Demat account?","Fund reflection time varies by payment method:\n- UPI/Google Pay: Instant\n- Net Banking: Instant\n- NEFT/RTGS: 3-4 Hours"
"How can I download Profit & loss (P&L) statements?","To download P&L statements (last 2 years):\n1. Login to Angel One\n2. Go to Account section\n3. Select Profit and Loss\n4. View P&L for date range\n5. Click download\n6. Choose Detailed Tax P&L for ITR filing\n7. Select date range and download\n\nNote: Includes short-term and long-term capital gains."
"What is trade history summary report?","Trade history report contains details about all your transactions including:\n- Corresponding charges\n- Date, type and segment of order"
"How can I download the trade history summary report?","To download trade history:\n1. Go to Account section\n2. Select Trades and charges\n3. Click Download trade history"
"What is family declaration?","As per regulatory requirement, every KYC account should have a separate and unique mobile number and email address. Family declaration allows using common email/mobile for family accounts after submitting a written declaration."
"What relationships are permitted as per SEBI to be considered as family for this purpose?","SEBI defines family as: self, spouse, dependent parents and dependent children (for individual account holders)."
"What relationship can be given for clients having no-individual category of account such as company, trust, HUF, AOP etc.?","For non-individual accounts, relationship can be 'Authorised Signatory' with supporting documents like Board resolution, trust deed etc. showing authorized persons."
"Are siblings or other relationships such as daughter-in-law, son-in-law allowed for considering family for this purpose?","No. Only SEBI defined relationships (self, spouse, dependent parents and children) are allowed. Other relationships are not permitted."
"What if the client is found to be using the common email id/mobile number without allowable relationship?","Accounts with invalid KYC credentials will be suspended in both trading and demat until unique valid credentials are updated."
"How can the client change their email ID and/or Mobile number to avoid non-compliance?","Modification request can be submitted from the profile page of client's account login to update mobile/email."
"Where can a client find the Family Declaration Form?","Download form from: https://w3assets.angelone.in/wp-content/uploads/pdfs/Family-Declaration-Revised.pdf\nSubmit signed copy to support@angelbroking.com or mail to:\nAngel One Limited, 5th Floor Akruti Star, Andheri (E), Mumbai- 400 093"
"Who needs to sign the Family Declaration Form?","Client using common email/mobile signs at bottom. All demat account holders must sign if joint account. Person whose details are being shared signs as 'related person'."
"How much time does it take to activate the account after KYC completion?","Account activation takes up to 3 working days after KYC submission. Client ID is sent to registered email."
"When will I receive my user ID and password after submitting my KYC application?","Client ID (user ID) is received within 3 working days. No password required - set up MPIN during first login."
"What can I do if my KYC application is rejected?","Common issues:\n1. Signature validation\n2. PAN validation\n3. Selfie validation\n4. Name mismatch\n5. Address proof\n6. Bank details\n\nYou'll receive link to re-upload documents. Wait 1 working day or contact sales team if no communication."
"How to check the status of my account opening application?","Check status by logging into Angel One app or website. Client ID is emailed once approved. For details: https://www.angelone.in/knowledge-center/demat-account/track-the-status-of-your-application-on-angel-one-app"
"How can I set price or volume alerts on the Angel One mobile app?","Steps:\n1. Select stock → Stock details\n2. Click alarm icon top right\n3. Set price/volume alerts with parameters\n4. Create Alert\n5. View/modify via bell icon on home page"
"How can I set price or volume alerts on the web?","Steps:\n1. Hover over stock in watchlist\n2. Overflow menu (⋮)\n3. Add Alert\n4. Choose Price Action/Technical Indicators\n5. Configure parameters\n6. Create Alert\n7. View/modify in Orders → Alerts"
"How can I enable or disable notifications?","Mobile app only:\n1. Go to Account\n2. Select Settings\n3. Scroll to Manage Notification at bottom"
"Is there any Angel One desktop application for trading?","No desktop application available currently. Angel One has optimized its web platform for trading needs. Users can provide feedback for specific improvements."
"How can I use sensibull on Angel One?","Access Sensibull from Home screen (mobile/web):\n1. Scroll to External services\n2. Select Sensibull option\nNote: Sensibull is free for Angel One customers."
"How can I trade or invest in US stocks with Angel One?","Partnered with Vested for US stock market access:\n1. Find Vested under External services\n2. Complete KYC with Vested\n3. Start investing in US stocks"
"Is there any Angel One app for PC?","No dedicated PC app available. Angel One's web platform is optimized for trading. Users can suggest specific improvements needed."
"What is meant by 'Signature Validation Issue' on Angel One?","Signature couldn't be validated due to:\n- Invalid signature format\n- Other technical reasons\nSales team will contact to resolve the KYC issue."
"What does 'PAN Validation Issue' mean on Angel One?","PAN validation issues occur when:\n1. Aadhaar name ≠ ITR authorized person name\n2. PAN copy/photo unclear (OCR failure)\n3. PAN OCR disabled\nSales team will assist in resolution."
"What is the meaning of 'Selfie Validation issue' on Angel One?","Selfie validation fails when:\n1. Doesn't meet requirements\n2. Matching score below threshold (69)\nSales team will contact to resolve."
"What is meant by 'Name Mismatch issue' on Angel One?","Name discrepancies between:\n1. PAN card and address proof OR\n2. PAN card and bank proof\nSales team will provide resolution steps."
"What is the meaning of 'Address Proof Validation Issue'?","Address proof issues occur when:\n1. PAN is non-KRA\n2. Aadhaar QR code unclear\n3. Aadhaar OCR disabled\n4. Non-Aadhaar/Digilocker proof used\n5. Address mismatch across documents"
"What is meant by 'Bank Details Validation Issue' on Angel One?","Bank validation fails when:\n1. IMPS not applicable\n2. Penny drop verification unsuccessful\nSales team will assist in KYC completion."
"Why did my account get deactivated?","Account deactivation reasons:\n1. No transactions for >1 year\n2. Missing profile details (name/PAN/address/income/mobile/email)\n3. SEBI trading debarment\n4. Outstanding balance issues"
"How can I reactivate my dormant account?","Reactivation steps:\n1. Login via angelone.in/login\n2. Verify with OTP\n3. View dormant status/reason\n4. Click 'Reactivate Account'\n5. Confirm details → Proceed\n6. Complete PAN-based 2FA\n7. Activation in 1-2 working days"
"How can I close or delete my Angel One account?","To close your account:\n1. Go to Profile section\n2. Click 'Close Demat and Trading Account'\n3. Read disclaimer and proceed\n4. Processed in 3 working days\n\nNote: Closure is permanent, cannot reopen for 90 days\n\nSubmit request: https://angeloneapp.page.link/accountClosure"
"Can I close my Angel One account temporarily?","No, account closure is permanent. However, you can freeze your account if you detect suspicious activities.\n\nFreeze account: https://angeloneapp.page.link/accountFreeze"
"How can I freeze my Angel One account?","To freeze account:\n1. Go to Profile page\n2. Select 'Temporary Account Freeze'\n3. Read disclaimer and proceed\n\nFreeze link: https://angeloneapp.page.link/accountFreeze"
"Why am I unable to submit an account closure request?","Account closure requires:\n1. No holdings/positions\n2. No active trades/SIPs\n3. No MF units\n4. No IPO orders\n5. No pledge holdings\n6. Zero account balance\nAll conditions must be met."
"Can I close my Angel One account and reopen it later?","No, account closure is permanent. You can open a new account only after 90 days from closure."
"How much time does it take to close my Angel One account?","Account closure takes up to 3 working days after submission."
"How to close my Angel One account and transfer my holdings?","For holdings transfer:\n1. Submit CML copy from new DP (signed/stamped)\n2. Follow standard closure process\n\nClosure steps:\n1. Profile section → 'Close Demat and Trading Account'\n2. Processed in 3 working days"
"What is MPIN?","MPIN is a 4-digit PIN used for:\n- Two-factor authentication\n- Secure login to Angel One account"
"How can I enable MPIN?","To enable MPIN:\n1. Account → Settings → Change/Enable MPIN\n2. Enter old & new MPIN\n3. Click Submit\n\nKeep MPIN confidential"
"How can I enable fingerprint login for my Angel One account?","For fingerprint login:\n1. Account → Settings → Fingerprint\n2. Confirm fingerprint\n\nNote: Android only (iOS uses Face ID)"
"How can I change my PIN on the Angel One mobile app?","To change MPIN:\n1. Account → Settings → Change/Enable MPIN\n2. Enter old & new MPIN\n3. Click Submit"
"How can I change MPIN on the web?","Web MPIN change:\n1. Logout\n2. Enter mobile/client code\n3. Verify OTP\n4. Click 'Forgot PIN'\n5. Set new PIN"
"How can I activate MTF or Pay later on the Angel One app?","To activate MTF:\n1. Profile page or Account → Profile → MTF\n2. Enter Aadhaar number\n3. Verify OTP\n4. Activated in 2 working days\n\nProfile link: https://angeloneapp.page.link/profile"
"How can I activate the Futures & Options (F&O) segment for my account?","Activation steps:\n1. Account → Profile → Manage Segment\n2. Select F&O segment\n3. Provide financial proof (6-month bank statement or alternatives)\n4. E-sign using Aadhaar OTP\n5. Processed in 2 working days\n\nFinancial proof options:\n- Bank statement\n- Passbook\n- Salary slip\n- ITR Acknowledgement\n- Form 16\n- Demat statement\n\nActivation link: https://angeloneapp.page.link/segmentActivation\nGuide: https://www.angelone.in/knowledge-center/trading-account/heres-how-you-can-activate-a-segment-in-angel-one"
"Why am I unable to trade in F&O even though the segment is activated?","You need to wait 1 working day after activation before you can start trading in F&O."
"How can I activate the commodity or MCX segment for my account?","Activation steps:\n1. Account → Profile → Manage Segment\n2. Select Commodity/MCX segment\n3. Provide financial proof (6-month bank statement or alternatives)\n4. E-sign using Aadhaar OTP\n5. Processed in 3 working days\n\nSame financial proof options as F&O activation\n\nActivation link: https://angeloneapp.page.link/segmentActivation"
"How can I activate the currency segment for my account?","Activation steps:\n1. Account → Profile → Manage Segment\n2. Select Currency segment\n3. Provide financial proof (6-month bank statement or alternatives)\n4. E-sign using Aadhaar OTP\n5. Processed in 3 working days\n\nSame financial proof options as F&O activation\n\nActivation link: https://angeloneapp.page.link/segmentActivation"
"How can I check the segment activation status in my Angel One account?","Check status via:\n1. Equity and Mutual Funds are auto-activated\n2. For F&O/Commodity/Currency status check: https://angeloneapp.page.link/segmentActivation\n\nDetailed guide: https://www.angelone.in/knowledge-center/diy-processes/how-to-check-active-segments"
"Why do I need to activate the F&O, Commodity, and Currency segments?","These are considered separate derivatives segments requiring separate activation, unlike Equity and Mutual Funds which are auto-activated.\n\nGuide: https://www.angelone.in/knowledge-center/diy-processes/how-to-check-active-segments"
"How can I deactivate a segment?","No online option currently available. You need to raise a ticket to request segment deactivation."
"How can I change my mobile number registered with Angel One?","You can directly submit mobile number modification request online via the Angel One app.\n\nPlease click here or follow the below steps to submit a request.\n1. Navigate to the Profile section on the Account screen of the app.\n2. Click on Personal Details.\n3. Click on the pen icon next to your mobile number.\n4. Here you will be able to submit a modification request by adding your new mobile number.\n5. Please note that you need to verify the OTP and Esign to submit the request.\n\nOnce the request is submitted successfully, your mobile number will be updated within 3-5 working days."
"How can I add new bank account details on Angel One?","You can directly submit bank addition requests online via the Angel One app.\n\nPlease click here or follow the below steps to submit a request.\n1. Navigate to the Profile section on the Account screen of the app.\n2. Click on Bank Accounts.\n3. You can add a new bank account by adding the account number, and IFSC code.\n\nPlease note that the newly added account will be set as the primary bank.\nOnce you submit the request, bank details will be approved in 2-3 working days."
"How can I modify existing bank account details on Angel One?","You can submit a bank account modification request online via the Angel One app.\n\nPlease click here or follow the below steps to submit a request.\n1. Navigate to the Profile section on the Account screen of the app.\n2. Click on Bank Accounts.\n3. Click on the three dots next to the bank account you wish to modify.\n4. Enter the new IFSC code and submit the request.\n\nPlease note that you can modify only the IFSC code. Add a new bank account if you wish to use a different bank on the Angel One app.\nOnce you submit the request, bank details will be approved in 2-3 working days."
